ID,State,Crop,Season,Soil_Type,Year,Area_Hectares,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Nitrogen_kg,Phosphorus_kg,Potassium_kg,Yield_Quintal_per_Hectare,Production_Quintals
1212,Maharashtra,Rice,Rabi,Sandy,2023,41.33,113.5,35.3,80.4,6.9,107.0,14.9,25.1,46.23,1910.69
1213,UP,Potato,Kharif,Alluvial,2017,6.07,67.5,16.4,46.0,8.1,76.2,34.0,27.4,27.98,169.84
1214,MP,Sugarcane,Zaid,Black,2012,43.22,87.3,35.3,78.9,4.9,115.2,26.8,40.6,74.2,3206.92
1215,Punjab,Soybean,Kharif,Black,2014,22.2,240.2,27.2,82.7,7.2,75.9,32.7,43.9,26.5,588.3
1216,Karnataka,Sugarcane,Zaid,Clay,2012,2.5,109.2,28.4,90.1,7.7,130.7,48.5,41.6,73.3,183.25
1217,MP,Rice,Rabi,Red,2016,8.57,211.4,35.4,85.6,6.8,33.1,8.7,42.6,49.24,421.99
1218,UP,Wheat,Kharif,Alluvial,2022,43.46,281.7,38.5,78.7,7.2,31.1,15.9,17.5,43.7,1899.2
1219,MP,Soybean,Zaid,Alluvial,2010,20.19,194.1,39.8,35.4,7.2,80.0,38.5,10.2,19.97,403.19
1220,Haryana,Wheat,Kharif,Black,2023,37.43,221.7,32.5,59.9,6.4,99.2,7.9,32.3,37.88,1417.85
1221,Tamil Nadu,Wheat,Kharif,Alluvial,2016,37.26,76.1,37.8,32.7,7.0,23.8,12.5,20.4,28.49,1061.54
1222,MP,Soybean,Zaid,Black,2010,33.42,123.4,19.8,54.7,5.3,21.6,14.8,34.3,21.76,727.22
1223,UP,Cotton,Kharif,Sandy,2022,46.14,246.3,19.4,35.9,4.6,87.0,26.7,28.6,26.75,1234.25
1224,Maharashtra,Sugarcane,Kharif,Black,2016,42.06,82.2,36.0,68.4,7.3,64.0,58.2,37.5,68.6,2885.32
1225,Punjab,Wheat,Zaid,Clay,2022,38.93,282.7,32.9,67.0,5.9,113.5,37.1,42.1,45.61,1775.6
1226,Tamil Nadu,Maize,Kharif,Red,2015,4.21,187.4,28.5,55.2,7.6,35.6,51.5,16.7,47.25,198.92
1227,Gujarat,Maize,Kharif,Alluvial,2010,3.55,155.6,24.0,40.5,5.4,79.4,8.3,32.0,43.33,153.82
1228,Punjab,Barley,Zaid,Laterite,2016,43.27,107.1,18.2,48.3,7.1,128.1,23.8,16.7,24.7,1068.77
1229,Maharashtra,Rice,Zaid,Black,2010,32.17,112.4,18.1,70.0,8.1,68.7,32.3,46.1,46.48,1495.26
1230,Karnataka,Cotton,Kharif,Sandy,2017,42.16,197.5,34.5,52.6,5.6,121.2,57.0,16.3,27.14,1144.22
1231,Tamil Nadu,Maize,Rabi,Red,2010,45.62,77.6,28.9,80.0,7.7,81.7,7.1,6.2,42.88,1956.19
1232,Maharashtra,Wheat,Rabi,Laterite,2022,18.63,285.8,27.2,57.5,4.7,21.6,10.4,37.7,37.05,690.24
1233,Punjab,Wheat,Zaid,Black,2023,12.7,229.9,39.4,75.8,6.4,43.5,7.3,25.4,35.63,452.5
1234,Karnataka,Wheat,Rabi,Alluvial,2018,22.04,288.5,27.3,43.0,6.1,33.7,15.8,5.8,41.14,906.73
1235,Karnataka,Sugarcane,Zaid,Sandy,2017,33.72,156.5,25.7,46.5,4.6,34.5,5.3,14.0,73.34,2473.02
1236,Maharashtra,Barley,Rabi,Black,2023,35.12,159.4,24.8,83.5,4.8,90.2,33.9,42.4,30.72,1078.89
1237,Punjab,Potato,Kharif,Alluvial,2014,3.0,150.7,25.6,50.2,5.8,90.7,46.5,40.8,32.67,98.01
1238,Punjab,Wheat,Kharif,Red,2021,42.97,213.8,29.6,65.4,8.3,28.2,44.3,39.1,37.28,1601.92
1239,Karnataka,Cotton,Kharif,Sandy,2013,29.69,216.9,32.7,50.6,5.2,50.7,38.5,6.7,16.65,494.34
1240,Gujarat,Potato,Zaid,Laterite,2020,37.62,105.9,16.6,60.1,6.3,34.4,27.8,32.1,30.33,1141.01
1241,Haryana,Wheat,Rabi,Laterite,2012,16.45,104.1,22.2,33.2,6.4,51.9,17.8,12.8,39.04,642.21
1242,Haryana,Cotton,Zaid,Sandy,2019,33.19,161.5,15.4,76.2,8.1,39.8,28.7,49.5,25.91,859.95
1243,Punjab,Rice,Rabi,Black,2018,33.13,165.2,37.6,84.9,4.9,69.3,51.3,34.7,46.13,1528.29
1244,Haryana,Cotton,Zaid,Alluvial,2013,45.09,142.3,32.5,70.0,6.6,80.5,59.6,31.3,16.68,752.1
1245,Punjab,Wheat,Rabi,Alluvial,2021,4.0,259.1,27.6,68.2,5.7,99.4,6.7,41.9,41.03,164.12
1246,UP,Cotton,Zaid,Red,2012,22.3,239.5,26.3,87.2,5.9,81.6,56.0,30.7,23.47,523.38
1247,UP,Sugarcane,Kharif,Laterite,2010,42.18,253.0,21.5,33.0,6.4,76.8,10.2,42.9,77.33,3261.78
1248,Haryana,Barley,Zaid,Alluvial,2012,25.48,177.7,27.5,83.1,5.6,39.8,41.9,30.2,30.51,777.39
1249,Gujarat,Potato,Rabi,Clay,2020,29.26,208.8,21.7,68.3,5.4,34.1,54.8,9.0,38.53,1127.39
1250,MP,Potato,Zaid,Sandy,2012,39.06,171.9,31.9,82.6,6.7,46.9,44.8,20.9,35.89,1401.86
1251,Tamil Nadu,Potato,Zaid,Sandy,2012,27.57,123.2,16.1,69.3,6.2,96.8,50.9,21.9,36.67,1010.99
1252,Gujarat,Barley,Rabi,Alluvial,2018,18.1,128.1,16.6,30.8,6.7,32.3,12.8,49.2,21.52,389.51
1253,Maharashtra,Soybean,Rabi,Clay,2018,34.99,186.7,15.0,92.9,8.3,113.4,19.6,23.0,30.6,1070.69
1254,Tamil Nadu,Barley,Rabi,Black,2017,4.91,87.8,39.7,64.3,6.9,28.2,6.2,42.5,23.59,115.83
1255,MP,Wheat,Kharif,Black,2015,12.02,215.3,39.7,71.6,5.2,118.5,16.3,23.3,38.1,457.96
1256,MP,Rice,Kharif,Red,2010,18.34,279.6,23.0,63.2,6.1,113.6,43.5,46.0,57.74,1058.95
1257,UP,Cotton,Rabi,Red,2014,28.58,81.1,17.4,50.7,4.6,43.2,20.9,6.3,16.29,465.57
1258,UP,Potato,Kharif,Clay,2021,43.38,114.7,28.5,78.9,7.0,85.6,57.6,37.8,36.01,1562.11
1259,Haryana,Potato,Kharif,Sandy,2014,46.0,69.9,21.8,63.6,8.5,114.5,51.2,33.0,31.14,1432.44
1260,MP,Barley,Zaid,Sandy,2021,44.68,293.8,24.9,70.2,6.3,131.6,26.0,19.1,32.08,1433.33
1261,Maharashtra,Wheat,Rabi,Red,2015,39.16,250.9,16.2,38.1,5.0,91.9,14.9,43.0,47.51,1860.49
1262,Karnataka,Barley,Kharif,Clay,2011,40.47,67.6,17.0,74.4,4.7,119.9,34.6,39.7,32.17,1301.92
1263,MP,Soybean,Rabi,Laterite,2016,0.88,294.0,31.2,36.5,6.8,59.3,38.0,22.1,31.49,27.71
1264,Maharashtra,Cotton,Rabi,Black,2012,30.86,61.7,38.0,94.9,7.2,52.9,54.7,43.8,16.29,502.71
1265,Punjab,Barley,Rabi,Laterite,2015,37.94,247.3,21.6,30.9,7.7,57.3,28.3,21.4,28.77,1091.53
1266,MP,Potato,Rabi,Red,2013,43.86,245.3,35.1,31.9,5.0,122.8,25.3,41.0,43.35,1901.33
1267,Tamil Nadu,Maize,Kharif,Clay,2015,34.89,225.1,16.4,55.8,5.8,93.0,17.6,7.4,48.41,1689.02
1268,UP,Maize,Kharif,Alluvial,2014,7.15,95.3,34.1,59.4,8.4,77.4,41.1,19.0,40.43,289.07
1269,Tamil Nadu,Sugarcane,Kharif,Sandy,2010,47.85,75.9,19.4,76.1,4.9,64.7,58.5,27.7,71.22,3407.88
1270,Punjab,Barley,Kharif,Alluvial,2011,9.06,168.6,27.9,55.7,7.3,139.0,12.0,44.4,32.34,293.0
1271,Maharashtra,Sugarcane,Kharif,Laterite,2017,5.99,83.7,33.0,81.5,7.9,96.6,28.4,11.6,73.79,442.0
1272,Gujarat,Cotton,Zaid,Black,2015,48.7,107.0,23.6,68.3,6.0,110.3,7.6,29.9,22.24,1083.09
1273,UP,Maize,Rabi,Red,2014,49.01,82.0,31.8,75.2,5.4,58.9,18.9,40.9,41.15,2016.76
1274,Karnataka,Barley,Rabi,Red,2014,8.13,213.1,23.5,39.5,5.3,125.6,11.1,47.5,35.1,285.36
1275,Gujarat,Potato,Zaid,Red,2020,33.39,285.0,33.3,93.9,6.3,128.1,26.9,14.3,37.8,1262.14
1276,Punjab,Maize,Kharif,Laterite,2013,32.93,266.9,28.9,54.7,5.2,28.7,31.1,37.1,42.16,1388.33
1277,Tamil Nadu,Rice,Zaid,Alluvial,2013,16.59,256.7,21.4,76.5,5.3,66.4,59.7,49.0,49.92,828.17
1278,Karnataka,Cotton,Kharif,Sandy,2023,3.92,107.4,22.6,32.3,8.2,104.0,39.9,9.7,18.65,73.11
1279,Maharashtra,Barley,Rabi,Laterite,2018,13.45,276.3,36.1,52.4,5.2,50.5,55.4,48.0,26.53,356.83
1280,Haryana,Soybean,Rabi,Sandy,2017,40.12,200.7,20.4,75.8,6.7,21.9,42.7,39.0,28.38,1138.61
1281,Haryana,Sugarcane,Zaid,Black,2012,29.17,184.2,39.0,63.3,5.5,84.7,26.2,33.0,77.64,2264.76
1282,Punjab,Maize,Zaid,Clay,2014,7.31,298.3,22.9,67.6,5.0,77.5,20.1,25.2,49.73,363.53
1283,Haryana,Barley,Kharif,Black,2023,41.67,232.2,30.0,78.6,6.0,50.3,19.7,45.7,28.47,1186.34
1284,MP,Maize,Kharif,Sandy,2019,8.28,248.1,18.8,37.3,7.1,86.0,6.7,46.4,45.93,380.3
1285,Punjab,Soybean,Zaid,Black,2021,44.5,194.5,38.1,40.9,5.0,117.9,5.8,15.4,29.29,1303.4
1286,Tamil Nadu,Barley,Rabi,Laterite,2011,35.89,61.3,15.7,84.7,6.9,124.1,55.6,35.5,33.75,1211.29
1287,Haryana,Wheat,Zaid,Alluvial,2023,46.46,123.9,24.3,81.8,5.7,130.1,17.9,29.9,39.91,1854.22
1288,Punjab,Wheat,Zaid,Sandy,2022,43.38,170.6,25.5,78.8,7.9,97.0,15.7,18.9,38.12,1653.65
1289,Punjab,Sugarcane,Kharif,Clay,2010,40.87,99.6,34.3,31.1,7.8,68.5,15.0,21.7,77.3,3159.25
1290,Karnataka,Barley,Kharif,Laterite,2010,45.3,275.7,16.2,58.1,8.1,66.8,19.8,8.3,32.02,1450.51
1291,Haryana,Barley,Rabi,Red,2021,5.48,72.6,36.0,94.6,5.4,53.9,49.4,29.4,20.82,114.09
1292,Punjab,Cotton,Rabi,Sandy,2018,19.21,203.8,24.2,66.5,5.3,70.4,16.1,29.9,17.05,327.53
1293,Gujarat,Barley,Rabi,Black,2022,49.75,53.9,20.9,58.2,6.7,127.7,36.1,26.3,29.05,1445.24
1294,Karnataka,Wheat,Kharif,Red,2022,12.22,197.8,19.5,59.5,4.8,74.5,25.7,36.2,39.82,486.6
1295,Tamil Nadu,Rice,Kharif,Alluvial,2021,1.23,241.0,24.0,85.2,7.0,89.3,50.7,13.4,58.46,71.91
1296,UP,Rice,Rabi,Sandy,2011,4.97,246.0,24.0,63.2,8.4,34.1,31.8,18.1,50.63,251.63
1297,Tamil Nadu,Maize,Rabi,Laterite,2019,35.78,96.2,16.9,65.2,7.7,97.4,13.0,9.1,44.21,1581.83
1298,UP,Cotton,Kharif,Black,2019,13.58,285.8,23.4,68.2,6.3,117.3,53.5,46.1,28.89,392.33
1299,Haryana,Sugarcane,Kharif,Red,2023,0.64,188.4,32.0,54.2,7.8,25.4,28.9,27.8,70.95,45.41
1300,Punjab,Sugarcane,Kharif,Laterite,2021,9.0,62.4,30.8,44.3,7.3,61.1,20.1,7.4,68.97,620.73
1301,UP,Maize,Rabi,Red,2018,26.25,90.7,29.0,51.3,7.4,114.5,5.3,9.0,48.52,1273.65
1302,Maharashtra,Maize,Zaid,Black,2021,38.74,163.2,17.3,94.6,4.8,133.0,34.8,46.9,49.4,1913.76
1303,Punjab,Rice,Kharif,Laterite,2022,30.72,137.9,29.1,75.4,8.3,31.0,36.6,48.9,51.23,1573.79
1304,Karnataka,Wheat,Kharif,Clay,2012,41.13,156.9,33.7,32.8,6.0,133.6,52.4,24.8,36.48,1500.42
1305,Punjab,Maize,Kharif,Black,2017,49.4,67.7,25.8,50.4,4.6,134.8,19.1,36.5,48.26,2384.04
1306,Karnataka,Cotton,Zaid,Sandy,2021,43.33,123.3,35.3,39.2,6.8,76.2,37.6,30.8,19.12,828.47
1307,Maharashtra,Barley,Kharif,Red,2014,7.49,289.1,34.1,56.9,7.4,135.1,48.6,28.2,30.72,230.09
1308,Haryana,Wheat,Zaid,Black,2010,23.68,114.5,16.1,52.9,6.7,93.3,17.2,13.2,41.9,992.19
1309,Karnataka,Cotton,Zaid,Black,2017,43.17,114.0,34.1,83.6,5.8,130.2,28.1,7.7,23.26,1004.13
1310,MP,Barley,Kharif,Laterite,2021,11.78,299.1,37.3,90.5,6.5,85.7,58.2,19.3,33.62,396.04
1311,Punjab,Cotton,Kharif,Laterite,2015,17.95,133.5,26.1,58.9,5.6,26.0,24.8,32.9,14.98,268.89
1312,Punjab,Soybean,Kharif,Sandy,2019,1.86,58.5,38.4,88.7,5.8,25.1,39.6,18.9,20.24,37.65
1313,Haryana,Wheat,Kharif,Black,2011,35.36,165.7,27.7,55.2,6.9,102.4,12.8,41.2,38.36,1356.41
1314,Punjab,Maize,Zaid,Black,2016,9.27,229.3,24.3,45.2,7.8,131.9,43.4,8.7,51.3,475.55
1315,UP,Rice,Zaid,Alluvial,2012,21.18,159.4,22.8,81.6,6.8,124.6,8.3,12.1,55.45,1174.43
1316,Karnataka,Wheat,Kharif,Red,2013,22.29,265.7,38.3,88.9,5.9,115.8,42.8,31.5,37.88,844.35
1317,Maharashtra,Sugarcane,Rabi,Alluvial,2010,46.57,289.0,27.3,79.7,7.3,121.3,30.5,29.8,80.64,3755.4
1318,MP,Sugarcane,Kharif,Clay,2020,38.76,237.7,16.6,30.6,6.1,134.9,39.2,48.6,78.75,3052.35
1319,Haryana,Rice,Zaid,Black,2010,14.57,119.4,18.2,32.0,5.4,25.5,38.6,48.8,50.57,736.8
1320,Karnataka,Wheat,Zaid,Black,2019,17.35,204.1,19.4,65.5,5.9,110.0,55.0,35.9,46.83,812.5
1321,Haryana,Rice,Rabi,Red,2010,45.74,64.8,39.1,67.0,6.8,97.3,26.9,24.3,46.39,2121.88
1322,Gujarat,Barley,Rabi,Clay,2014,47.84,61.0,32.4,45.7,6.4,52.0,42.4,37.2,24.25,1160.12
1323,Maharashtra,Soybean,Rabi,Sandy,2019,42.4,224.7,39.7,86.0,4.6,67.1,30.2,39.1,24.67,1046.01
1324,Punjab,Maize,Rabi,Clay,2011,13.11,173.3,39.6,50.4,5.0,66.9,20.7,25.7,42.4,555.86
1325,UP,Rice,Kharif,Clay,2013,44.8,247.3,22.7,85.6,4.8,108.5,6.8,6.8,50.68,2270.46
1326,Tamil Nadu,Sugarcane,Kharif,Black,2018,31.01,113.3,15.3,87.6,5.0,66.1,29.4,40.8,78.52,2434.91
1327,Karnataka,Rice,Zaid,Red,2017,9.71,133.5,36.9,66.6,7.7,85.2,22.8,30.5,50.15,486.96
1328,Tamil Nadu,Barley,Kharif,Red,2010,23.15,107.7,36.1,57.2,7.7,41.5,5.5,36.2,28.73,665.1
1329,Haryana,Sugarcane,Kharif,Sandy,2014,17.54,165.5,26.6,31.6,6.9,20.1,29.5,9.1,74.14,1300.42
1330,Tamil Nadu,Rice,Kharif,Black,2021,39.39,289.4,17.5,81.7,7.4,40.5,24.4,46.0,58.83,2317.31
1331,Karnataka,Potato,Kharif,Clay,2019,36.65,73.6,17.7,37.3,6.2,84.3,23.3,29.8,37.07,1358.62
1332,UP,Potato,Rabi,Clay,2021,24.2,222.7,24.5,63.6,7.3,110.0,47.5,46.3,37.55,908.71
1333,Tamil Nadu,Soybean,Zaid,Alluvial,2019,15.89,285.7,27.7,67.8,8.1,116.4,20.2,48.3,32.35,514.04
1334,Gujarat,Maize,Zaid,Black,2012,7.2,50.3,19.4,43.9,5.7,35.3,56.0,49.1,42.68,307.3
1335,Haryana,Maize,Rabi,Alluvial,2014,3.77,119.7,39.7,72.6,7.4,130.9,52.3,38.6,52.7,198.68
1336,UP,Soybean,Kharif,Clay,2021,11.34,206.8,15.3,32.3,5.3,26.1,56.5,36.3,25.59,290.19
1337,Gujarat,Maize,Zaid,Black,2017,38.09,139.8,38.3,75.2,4.9,64.8,15.7,45.4,38.84,1479.42
1338,Tamil Nadu,Rice,Rabi,Laterite,2013,23.25,50.7,39.6,33.7,7.4,91.4,56.4,24.8,45.27,1052.53
1339,MP,Barley,Kharif,Sandy,2012,48.92,242.0,32.1,72.4,8.5,30.8,42.5,41.6,32.49,1589.41
1340,MP,Rice,Zaid,Black,2011,19.9,286.0,15.7,46.1,8.4,84.9,20.2,32.9,57.3,1140.27
1341,MP,Maize,Kharif,Sandy,2011,48.5,154.9,15.3,33.6,6.1,126.2,58.3,23.8,44.26,2146.61
1342,Tamil Nadu,Rice,Kharif,Laterite,2012,13.11,71.0,27.8,55.6,5.9,56.4,20.8,39.3,50.84,666.51
1343,Tamil Nadu,Rice,Rabi,Laterite,2013,19.16,221.2,30.1,42.3,5.4,70.0,5.5,34.1,48.6,931.18
1344,Tamil Nadu,Maize,Kharif,Laterite,2023,17.5,79.4,22.4,39.5,5.4,69.3,12.6,42.3,43.13,754.78
1345,UP,Sugarcane,Zaid,Red,2011,47.54,219.8,36.3,71.4,8.3,84.1,32.1,49.4,72.58,3450.45
1346,MP,Barley,Zaid,Black,2021,17.27,127.8,35.5,35.5,6.9,101.9,19.5,14.0,24.39,421.22
1347,Maharashtra,Soybean,Zaid,Black,2017,10.51,293.5,19.7,53.8,4.7,83.8,17.4,16.7,32.46,341.15
1348,Karnataka,Soybean,Kharif,Alluvial,2023,19.83,217.1,27.5,31.8,8.4,52.0,52.5,40.0,20.92,414.84
1349,Gujarat,Cotton,Rabi,Laterite,2016,47.38,196.7,37.4,81.8,5.6,112.7,54.6,33.6,20.88,989.29
1350,Maharashtra,Sugarcane,Rabi,Sandy,2016,6.76,146.7,33.2,80.5,6.0,116.8,28.7,45.8,78.0,527.28
1351,Karnataka,Maize,Rabi,Red,2010,4.83,183.9,37.7,67.2,8.2,132.4,55.4,18.8,44.52,215.03
1352,Tamil Nadu,Maize,Rabi,Red,2016,12.36,125.5,26.2,37.3,8.2,21.6,52.9,17.4,45.84,566.58
1353,Tamil Nadu,Wheat,Kharif,Red,2011,44.91,283.3,22.1,94.9,8.3,98.1,37.1,16.2,51.77,2324.99
1354,MP,Cotton,Rabi,Red,2021,45.23,252.4,26.3,56.8,7.1,74.9,10.7,45.8,20.73,937.62
1355,Haryana,Rice,Zaid,Sandy,2017,5.07,285.0,35.5,89.8,5.1,34.4,25.3,29.7,52.84,267.9
1356,Maharashtra,Maize,Rabi,Black,2021,34.1,274.1,25.8,88.9,7.7,51.2,51.4,34.3,47.93,1634.41
1357,MP,Rice,Rabi,Alluvial,2020,37.23,291.2,36.7,90.7,7.2,103.0,27.6,20.4,57.8,2151.89
1358,Tamil Nadu,Potato,Kharif,Laterite,2016,46.29,220.5,25.2,42.7,4.5,53.4,8.4,42.2,40.7,1884.0
1359,Haryana,Sugarcane,Rabi,Black,2010,42.89,281.9,24.2,72.2,7.1,25.5,6.4,11.8,76.75,3291.81
1360,Gujarat,Cotton,Rabi,Black,2020,38.58,261.7,19.9,57.7,6.9,47.2,36.6,40.6,25.01,964.89
1361,Haryana,Soybean,Zaid,Laterite,2017,38.89,298.4,37.7,42.9,5.3,94.7,24.3,11.9,29.42,1144.14
1362,Gujarat,Maize,Zaid,Sandy,2022,45.52,111.5,18.2,54.3,7.0,119.3,52.3,35.7,52.62,2395.26
1363,Gujarat,Maize,Kharif,Black,2013,34.83,224.8,19.8,63.9,6.9,20.2,25.0,26.3,50.11,1745.33
1364,MP,Sugarcane,Kharif,Black,2016,2.76,156.7,27.7,93.2,6.4,31.0,7.7,48.9,69.6,192.1
1365,Gujarat,Maize,Zaid,Laterite,2022,6.67,289.9,34.1,82.5,7.8,44.0,7.1,5.6,43.12,287.61
1366,UP,Soybean,Zaid,Sandy,2021,43.05,72.4,36.5,73.3,7.9,72.2,43.9,16.8,22.6,972.93
1367,Karnataka,Barley,Kharif,Laterite,2017,47.64,238.4,18.3,43.6,8.4,46.0,43.0,11.9,35.62,1696.94
1368,Maharashtra,Wheat,Rabi,Sandy,2012,43.08,136.5,39.8,85.8,6.8,106.1,41.6,35.8,37.69,1623.69
1369,Tamil Nadu,Maize,Rabi,Clay,2010,12.49,144.3,35.5,70.2,8.5,45.3,41.1,45.5,46.57,581.66
1370,Haryana,Potato,Kharif,Black,2018,11.84,63.9,24.9,81.5,5.6,119.3,5.3,35.1,31.5,372.96
1371,Karnataka,Cotton,Zaid,Alluvial,2012,33.37,53.4,31.5,44.3,6.0,68.2,8.2,40.3,15.68,523.24
1372,Tamil Nadu,Potato,Rabi,Clay,2011,31.5,128.5,21.9,60.9,5.9,50.2,9.0,12.8,38.61,1216.21
1373,Tamil Nadu,Wheat,Kharif,Red,2021,33.69,116.9,16.9,79.8,7.2,59.6,19.9,30.6,37.63,1267.75
1374,Gujarat,Soybean,Rabi,Sandy,2018,48.83,174.2,35.1,33.9,7.7,117.3,6.0,12.6,23.14,1129.93
1375,Gujarat,Rice,Zaid,Alluvial,2011,45.34,84.0,31.5,39.7,4.8,44.2,18.4,37.2,42.39,1921.96
1376,Gujarat,Potato,Kharif,Laterite,2013,22.17,68.5,25.7,88.1,5.4,115.7,59.2,13.3,33.51,742.92
1377,Gujarat,Barley,Kharif,Clay,2015,46.83,223.9,39.1,64.8,6.4,85.4,24.4,42.8,34.6,1620.32
1378,Haryana,Cotton,Kharif,Black,2020,9.49,242.5,23.2,42.2,8.3,100.7,48.2,33.7,23.27,220.83
1379,UP,Wheat,Kharif,Black,2011,32.18,196.5,23.8,31.5,5.9,116.9,20.0,17.7,43.62,1403.69
1380,Punjab,Rice,Kharif,Clay,2012,28.83,155.2,29.0,55.7,5.7,99.8,28.9,23.0,48.25,1391.05
1381,Tamil Nadu,Potato,Kharif,Red,2023,12.59,100.3,37.3,57.7,8.5,50.8,23.2,6.0,28.52,359.07
1382,Tamil Nadu,Soybean,Zaid,Alluvial,2014,7.3,191.3,30.4,92.6,6.3,33.2,39.9,34.3,26.3,191.99
1383,MP,Barley,Rabi,Black,2010,20.97,223.7,29.8,76.7,5.2,62.0,13.9,12.2,31.03,650.7
1384,Maharashtra,Wheat,Zaid,Red,2018,22.01,205.2,29.0,67.0,5.8,67.2,55.7,23.6,43.94,967.12
1385,Maharashtra,Cotton,Rabi,Red,2021,30.37,105.4,32.7,81.1,7.7,56.6,11.7,30.6,16.48,500.5
1386,Gujarat,Cotton,Zaid,Red,2014,28.29,106.6,37.0,87.0,5.6,83.1,42.2,34.6,22.05,623.79
1387,Karnataka,Maize,Kharif,Black,2018,38.64,155.0,30.1,61.0,8.2,138.6,41.8,29.0,42.04,1624.43
1388,UP,Cotton,Kharif,Alluvial,2011,38.2,291.8,39.9,79.4,6.3,27.3,14.5,43.7,18.5,706.7
1389,Karnataka,Potato,Rabi,Red,2013,2.35,121.8,32.7,56.8,5.8,116.0,12.3,40.0,37.06,87.09
1390,Haryana,Barley,Rabi,Red,2012,39.05,230.9,20.6,33.5,4.6,127.7,53.1,9.8,36.11,1410.1
1391,Karnataka,Soybean,Rabi,Clay,2023,23.83,148.4,23.9,76.0,6.1,59.7,23.6,35.5,32.01,762.8
1392,MP,Wheat,Zaid,Sandy,2011,11.53,115.3,24.0,49.4,5.5,59.3,26.3,8.8,37.98,437.91
1393,Maharashtra,Sugarcane,Kharif,Alluvial,2012,14.99,97.6,25.2,90.6,7.5,24.0,18.7,19.0,70.95,1063.54
1394,MP,Wheat,Rabi,Alluvial,2020,41.64,162.7,29.5,62.8,7.3,116.1,26.8,42.0,44.03,1833.41
1395,Karnataka,Rice,Zaid,Sandy,2021,32.86,227.0,18.5,85.9,6.0,89.9,7.8,44.9,49.9,1639.71
1396,Gujarat,Potato,Kharif,Red,2014,18.65,97.1,15.9,43.5,5.8,38.6,34.5,40.6,27.28,508.77
1397,Maharashtra,Rice,Kharif,Black,2016,7.11,147.7,19.5,78.9,7.4,110.5,46.7,14.0,57.81,411.03
1398,Punjab,Soybean,Kharif,Alluvial,2012,20.71,132.5,29.3,37.0,5.3,21.2,6.2,13.9,19.52,404.26
1399,Haryana,Potato,Zaid,Alluvial,2020,30.68,275.2,34.6,53.7,7.8,72.5,28.5,39.9,33.83,1037.9
1400,UP,Soybean,Kharif,Clay,2014,13.29,210.4,20.3,35.1,8.1,129.2,45.4,30.0,35.18,467.54
1401,Punjab,Potato,Kharif,Black,2013,40.08,117.7,37.9,81.5,4.7,84.8,30.2,47.6,34.94,1400.4
1402,UP,Rice,Rabi,Alluvial,2012,41.65,215.5,18.3,33.4,6.0,72.7,53.3,23.6,48.49,2019.61
1403,Gujarat,Potato,Kharif,Clay,2020,9.55,209.0,27.4,83.6,6.2,94.7,50.8,47.1,38.71,369.68
1404,UP,Soybean,Rabi,Sandy,2022,40.23,219.4,30.7,52.1,8.0,27.7,13.6,31.9,26.17,1052.82
1405,Maharashtra,Sugarcane,Rabi,Laterite,2021,38.59,113.7,27.7,78.1,8.3,78.3,39.5,25.3,76.05,2934.77
1406,Punjab,Maize,Kharif,Alluvial,2011,37.27,182.7,39.2,32.7,7.3,137.9,35.4,41.3,47.27,1761.75
1407,Gujarat,Rice,Kharif,Clay,2023,5.63,62.4,35.6,48.9,4.6,95.5,17.4,11.8,49.65,279.53
1408,Karnataka,Sugarcane,Zaid,Black,2021,13.1,271.4,34.1,62.1,5.2,37.1,32.1,22.5,74.39,974.51
1409,UP,Soybean,Rabi,Sandy,2012,13.4,55.4,36.4,39.7,5.0,41.1,42.4,35.8,20.65,276.71
1410,Punjab,Soybean,Zaid,Black,2021,25.36,184.9,19.9,93.5,5.7,73.1,54.8,5.8,26.12,662.4
1411,Karnataka,Potato,Zaid,Sandy,2010,17.79,117.7,15.5,40.8,7.9,93.7,25.8,27.8,31.9,567.5
1412,Gujarat,Soybean,Rabi,Clay,2014,16.17,206.0,37.6,55.8,7.0,45.1,57.1,31.9,19.72,318.87
1413,Gujarat,Soybean,Kharif,Red,2017,17.79,168.5,34.9,40.4,5.9,38.4,28.0,44.9,26.57,472.68
1414,Karnataka,Maize,Zaid,Alluvial,2019,20.82,231.3,18.9,68.5,5.0,58.7,52.6,46.8,52.02,1083.06
1415,Karnataka,Rice,Zaid,Black,2015,20.73,239.4,32.5,56.1,6.2,75.6,44.6,11.9,53.69,1112.99
1416,Tamil Nadu,Maize,Rabi,Alluvial,2011,5.79,133.8,21.5,63.4,7.1,86.1,10.3,14.2,40.92,236.93
1417,MP,Rice,Rabi,Alluvial,2021,4.28,263.9,16.6,71.8,5.2,38.2,57.2,12.8,54.2,231.98
1418,UP,Wheat,Rabi,Clay,2023,26.78,158.9,25.4,62.5,6.1,127.2,10.7,31.2,38.95,1043.08
1419,Punjab,Cotton,Zaid,Sandy,2016,46.44,127.3,22.6,38.7,7.8,20.1,48.7,13.0,20.14,935.3
1420,Karnataka,Potato,Rabi,Black,2022,29.99,234.2,24.7,56.1,8.3,67.9,22.1,38.5,35.55,1066.14
1421,UP,Maize,Rabi,Black,2011,3.67,202.6,32.9,58.3,5.1,29.0,15.1,18.8,41.36,151.79
